Player,Nation,Pos,Squad,Comp,Age,Born,GCA,GCA90,Won,Lost,npxG+xAG,Att,Succ,SoT,FK,Sh,Gls,Ast,PrgC,PrgP,PrgR,G+A,SCA,SCA90,90s,TklW,Blocks,Int,Clr,Prgc,G+A,Tkl%,Crs,Att,Succ,Won
Yann Karamoh,es ESP,"MF,FW",Torino,it Serie A,24,1998,,,,,,,,,,,,,44,209,48,0.35,70,2.69,,,,,,,,,,,,
Yannick Gerhardt,ma MAR,"MF,DF",Wolfsburg,de Bundesliga,23,2000,,,,,,,,,,,,,14,28,22,0.12,1,1.61,,,,,,,,,,,,
Yassine Kechta,ar ARG,MF,Le Havre,fr Ligue 1,20,2003,,,,,,,,,,,,,1,3,0,0,19,2.34,,,,,,,,,,,,
Yaya Kader Fofana,br BRA,"MF,DF",Reims,fr Ligue 1,24,1998,,,,,,,,,,,,,24,162,45,0.39,9,3.4,,,,,,,,,,,,
Yehor Yarmoliuk,fr FRA,MF,Brentford,eng Premier League,29,1994,,,,,,,,,,,,,36,214,19,0.27,75,5.64,,,,,,,,,,,,
Yeremi Pino,fr FRA,"MF,FW",Villarreal,es La Liga,24,1998,,,,,,,,,,,,,47,71,64,0.2,64,2.17,,,,,,,,,,,,
Ylber Ramadani,fr FRA,MF,Lecce,it Serie A,20,2003,,,,,,,,,,,,,12,78,22,0,4,6.67,,,,,,,,,,,,
Yohann Magnin,de GER,MF,Clermont Foot,fr Ligue 1,26,1997,,,,,,,,,,,,,31,128,37,0.19,29,2.68,,,,,,,,,,,,
Youri Tielemans,eng ENG,"MF,FW",Aston Villa,eng Premier League,29,1994,,,,,,,,,,,,,8,65,18,0.1,37,2.57,,,,,,,,,,,,
Youssef Maleh,eng ENG,MF,Empoli,it Serie A,30,1993,,,,,,,,,,,,,14,10,33,0,28,2.96,,,,,,,,,,,,
Youssouf Fofana,cz CZE,MF,Monaco,fr Ligue 1,26,1997,,,,,,,,,,,,,5,2,14,0,16,3.14,,,,,,,,,,,,
Youssouf Ndayishimiye,fr FRA,"MF,DF",Nice,fr Ligue 1,20,2003,,,,,,,,,,,,,0,3,4,0,1,0.69,,,,,,,,,,,,
Yunus Musah,sn SEN,"MF,FW",Milan,it Serie A,34,1989,,,,,,,,,,,,,92,192,127,0.32,2,0.91,,,,,,,,,,,,
Yusuf Yaz?c?,gm GAM,"MF,FW",Lille,fr Ligue 1,24,1999,,,,,,,,,,,,,51,49,70,0.27,30,2.94,,,,,,,,,,,,
Yvandro Borges Sanches,gn GUI,"MF,FW",Gladbach,de Bundesliga,21,2002,,,,,,,,,,,,,5,32,8,0.34,44,1.73,,,,,,,,,,,,
Yves Bissouma,nl NED,MF,Tottenham,eng Premier League,27,1996,,,,,,,,,,,,,36,121,14,0.03,39,3.44,,,,,,,,,,,,
Zack Nelson,ma MAR,"MF,DF",Luton Town,eng Premier League,26,1996,,,,,,,,,,,,,24,142,31,0.14,0,0,,,,,,,,,,,,
Zakaria Aboukhlal,eng ENG,"MF,FW",Toulouse,fr Ligue 1,19,2004,,,,,,,,,,,,,0,0,0,0,5,0.85,,,,,,,,,,,,
Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,,1989,,,,,,,,,,,,,,,,,,,2.3,0,3,2,9,14,0,100,14,0,0,3
Aarón Martín,es ESP,DF,Genoa,it Serie A,,1997,,,,,,,,,,,,,,,,,,,20.2,31,22,13,42,0,0,64.5,165,18,10,12
Aaron Wan-Bissaka,eng ENG,DF,West Ham,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,21,30,22,41,70,7,0,72.2,41,70,37,11
Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,,2002,,,,,,,,,,,,,,,,,,,7.2,10,12,7,30,24,1,91.7,0,5,2,12
Abdel Abqar,ma MAR,DF,Alavés,es La Liga,,1999,,,,,,,,,,,,,,,,,,,18.5,17,18,33,98,18,2,60.9,4,2,1,23
Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,,2005,,,,,,,,,,,,,,,,,,,1.3,3,2,1,4,12,0,60,0,2,1,1
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,,1990,,,,,,,,,,,,,,,,,,,7.3,7,5,9,31,32,3,80,1,1,1,5
Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,fr Ligue 1,,2002,,,,,,,,,,,,,,,,,,,7.8,12,8,6,53,57,3,52.9,1,4,0,22
Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,,2004,,,,,,,,,,,,,,,,,,,0.6,0,1,0,1,20,2,,0,1,0,0
Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,,2004,,,,,,,,,,,,,,,,,,,10.8,11,17,26,57,2,1,63.6,5,1,1,27
Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,,1998,,,,,,,,,,,,,,,,,,,18,17,34,20,115,10,3,52.4,3,6,3,27
Abdulai Juma Bah,sl SLE,DF,Valladolid,es La Liga,,2006,,,,,,,,,,,,,,,,,,,9.6,7,15,12,60,3,0,60,0,4,3,31
Abel,es ESP,DF,Osasuna,es La Liga,,2000,,,,,,,,,,,,,,,,,,,13.6,20,19,11,37,32,5,54.5,52,19,11,15
Abner,br BRA,DF,Lyon,fr Ligue 1,,2000,,,,,,,,,,,,,,,,,,,8.8,13,12,5,31,0,0,63.6,24,8,4,5
Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,,1998,,,,,,,,,,,,,,,,,,,14.4,28,15,21,10,1,0,61.8,59,39,20,6
Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,,2006,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0,4,0,,1,0,0,0
Adam Marušić,me MNE,DF,Lazio,it Serie A,,1992,,,,,,,,,,,,,,,,,,,12.8,12,6,10,29,1,1,60,29,8,6,16
Adam Masina,ma MAR,DF,Torino,it Serie A,,1994,,,,,,,,,,,,,,,,,,,16,13,22,18,61,3,0,57.1,13,8,3,50
Adam Obert,sk SVK,DF,Cagliari,it Serie A,,2002,,,,,,,,,,,,,,,,,,,8.4,13,14,14,35,3,1,54.5,8,8,5,23
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,,1991,,,,,,,,,,,,,,,,,,,11.5,8,9,11,37,2,1,47.4,18,11,4,8
Adam Webster,eng ENG,DF,Brighton,eng Premier League,,1995,,,,,,,,,,,,,,,,,,,1.9,2,5,2,6,4,0,20,1,2,1,6
Adama Boiro,es ESP,DF,Athletic Club,es La Liga,,2002,,,,,,,,,,,,,,,,,,,6.7,5,6,6,20,9,0,62.5,14,12,4,9
Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,,1998,,,,,,,,,,,,,,,,,,,12.1,22,21,12,39,13,1,58.8,47,18,7,5
Adryelson,br BRA,DF,Lyon,fr Ligue 1,,1998,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,,0,0,0,1
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,,1997,,,,,,,,,,,,,,,,,,,6,6,4,11,31,14,0,41.2,13,7,3,14
Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,,1991,,,,,,,,,,,,,,,,,,,12.4,10,17,8,28,1,1,66.7,6,2,1,8
Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,,2000,,,,,,,,,,,,,,,,,,,11.4,7,15,15,67,6,1,44.4,0,1,0,21
Alan Matturro,uy URU,DF,Genoa,it Serie A,,2004,,,,,,,,,,,,,,,,,,,7.2,4,5,11,25,27,1,25,5,2,1,11
Alberto Dossena,it ITA,DF,Como,it Serie A,,1998,,,,,,,,,,,,,,,,,,,16.8,14,19,17,77,3,0,50,1,6,4,52
Alberto Moreno,es ESP,DF,Como,it Serie A,,1992,,,,,,,,,,,,,,,,,,,14.9,10,10,12,26,10,2,57.9,39,6,3,8
Alejandro Balde,es ESP,DF,Barcelona,es La Liga,,2003,,,,,,,,,,,,,,,,,,,16,5,14,5,13,31,3,66.7,46,73,31,8
Alejandro Francés,es ESP,DF,Girona,es La Liga,,2002,,,,,,,,,,,,,,,,,,,6.9,14,7,11,24,31,1,73.9,13,6,3,2
Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,,1991,,,,,,,,,,,,,,,,,,,4.7,9,2,7,12,22,0,77.8,0,1,0,8
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,,1999,,,,,,,,,,,,,,,,,,,16.8,15,12,15,30,7,2,72.2,36,7,3,28
Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,,1999,,,,,,,,,,,,,,,,,,,15,16,21,24,43,13,1,85,0,3,0,26
Alessandro Circati,au AUS,DF,Parma,it Serie A,,2003,,,,,,,,,,,,,,,,,,,4,2,5,2,29,8,0,100,0,0,0,5
Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,,2002,,,,,,,,,,,,,,,,,,,0.5,0,0,0,2,15,0,,0,0,0,2
Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,,1998,,,,,,,,,,,,,,,,,,,7.9,3,11,9,20,7,0,83.3,11,1,0,11
Alessandro Vogliacco,it ITA,DF,Parma,it Serie A,,1998,,,,,,,,,,,,,,,,,,,1.8,0,2,2,5,39,1,,0,0,0,2
Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,,1995,,,,,,,,,,,,,,,,,,,15.7,14,17,16,53,1,0,75,0,0,0,40
Alessio Zerbin,it ITA,DF,Venezia,it Serie A,,1999,,,,,,,,,,,,,,,,,,,1.1,2,1,2,5,11,0,50,1,6,3,0
Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,,1995,,,,,,,,,,,,,,,,,,,17.6,8,11,13,23,12,2,42.3,126,33,13,8
Álex Moreno,es ESP,DF,Nott'ham Forest,eng Premier League,,1993,,,,,,,,,,,,,,,,,,,9,18,11,14,33,4,0,41.2,15,19,7,1
Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,,1994,,,,,,,,,,,,,,,,,,,10.9,22,20,14,48,8,3,59.3,18,6,1,17
Álex Suárez,es ESP,DF,Las Palmas,es La Liga,,1993,,,,,,,,,,,,,,,,,,,16.8,14,25,5,72,8,1,70.6,0,0,0,18
Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,,2001,,,,,,,,,,,,,,,,,,,14.7,21,23,7,35,27,0,44,46,41,19,14
Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,,1999,,,,,,,,,,,,,,,,,,,16,11,13,18,74,7,1,65,4,4,2,28
Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,,2005,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,9,2,,0,0,0,0
Alfie Pond,eng ENG,DF,Wolves,eng Premier League,,2004,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,4,,0,0,0,0
Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,,1992,,,,,,,,,,,,,,,,,,,4.4,13,10,9,13,3,0,52,12,7,3,7
Ali Dembélé,fr FRA,DF,Torino,it Serie A,,2004,,,,,,,,,,,,,,,,,,,1.3,2,1,0,4,0,0,100,2,2,1,2
Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,,2000,,,,,,,,,,,,,,,,,,,8.9,18,13,14,17,41,7,80,4,18,9,9
Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,,2006,,,,,,,,,,,,,,,,,,,1.4,3,1,1,3,3,0,100,0,2,1,2
Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,,2000,,,,,,,,,,,,,,,,,,,15.1,15,13,12,19,1,0,60.9,20,65,29,8
Álvaro Odriozola,es ESP,DF,Real Sociedad,es La Liga,,1995,,,,,,,,,,,,,,,,,,,0.5,1,0,0,1,15,1,,1,0,0,1
Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,,2002,,,,,,,,,,,,,,,,,,,2.7,5,5,5,20,31,4,100,0,0,0,4
Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,,2007,,,,,,,,,,,,,,,,,,,0.5,1,3,1,1,1,0,100,2,1,1,0
Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,,1994,,,,,,,,,,,,,,,,,,,22,21,22,12,83,5,0,62.5,0,2,2,72
Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,,1998,,,,,,,,,,,,,,,,,,,3.5,2,7,10,14,2,0,50,1,0,0,9
Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,,1996,,,,,,,,,,,,,,,,,,,6.6,4,9,4,23,8,1,56.3,15,4,2,4
Andrea Carboni,it ITA,DF,Monza,it Serie A,,2001,,,,,,,,,,,,,,,,,,,16.7,22,22,19,69,0,0,62.5,11,5,3,26
Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,,1996,,,,,,,,,,,,,,,,,,,0.3,0,0,0,2,16,2,,0,0,0,1
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,,1997,,,,,,,,,,,,,,,,,,,5.9,2,12,3,28,3,1,50,0,0,0,20
Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,,1998,,,,,,,,,,,,,,,,,,,18.3,25,17,15,36,12,1,72.7,45,65,37,8
Andrew Omobamidele,ie IRL,DF,Strasbourg,fr Ligue 1,,2002,,,,,,,,,,,,,,,,,,,0.5,1,1,1,6,12,2,50,0,2,1,0
Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,,1994,,,,,,,,,,,,,,,,,,,17.3,16,6,10,30,17,2,63.6,107,7,2,3
Andy Pelmard,fr FRA,DF,Lecce,it Serie A,,2000,,,,,,,,,,,,,,,,,,,1.4,6,1,0,5,11,0,100,0,1,1,0
Andy Pelmard,fr FRA,DF,Las Palmas,es La Liga,,2000,,,,,,,,,,,,,,,,,,,0.1,0,0,0,2,52,7,0,0,0,0,0
Ángel Ortíz,es ESP,DF,Betis,es La Liga,,2004,,,,,,,,,,,,,,,,,,,1,5,2,2,2,0,0,44.4,4,2,1,1
Angeliño,es ESP,DF,Roma,it Serie A,,1997,,,,,,,,,,,,,,,,,,,21,15,24,20,54,0,0,66.7,65,15,6,21
Anrie Chase,jp JPN,DF,Stuttgart,de Bundesliga,,2004,,,,,,,,,,,,,,,,,,,8.2,4,10,9,35,5,0,71.4,3,5,2,17
Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,,1997,,,,,,,,,,,,,,,,,,,17.2,26,18,13,29,0,1,67.9,75,40,20,24
Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,,1991,,,,,,,,,,,,,,,,,,,14.3,11,11,20,54,3,1,60,4,5,4,19
Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,,2001,,,,,,,,,,,,,,,,,,,12.5,10,17,18,53,5,0,64.3,1,4,1,30
Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,,2004,,,,,,,,,,,,,,,,,,,6,17,7,5,22,24,1,69.6,7,10,3,9
Antonee Robinson,us USA,DF,Fulham,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,23,39,27,44,75,12,2,50.8,118,56,25,27
Antonino Gallo,it ITA,DF,Lecce,it Serie A,,2000,,,,,,,,,,,,,,,,,,,13.8,19,15,10,54,0,1,50,63,21,8,8
Antonio Candela,it ITA,DF,Venezia,it Serie A,,2000,,,,,,,,,,,,,,,,,,,11.2,21,7,8,22,9,0,69.2,22,12,6,14
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,,1991,,,,,,,,,,,,,,,,,,,19.6,12,25,22,94,13,3,90,1,3,2,76
Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,,1993,,,,,,,,,,,,,,,,,,,19.9,8,18,8,77,22,5,66.7,3,6,3,28
Archie Gray,eng ENG,DF,Tottenham,eng Premier League,,2006,,,,,,,,,,,,,,,,,,,9.7,4,11,6,27,14,0,35.7,5,7,4,8
Ardian Ismajli,al ALB,DF,Empoli,it Serie A,,1996,,,,,,,,,,,,,,,,,,,21.2,18,28,45,192,5,0,78.6,0,0,0,65
Aridane Hernández,es ESP,DF,Rayo Vallecano,es La Liga,,1989,,,,,,,,,,,,,,,,,,,2.3,1,2,2,17,6,1,,0,1,0,9
Aritz Arambarri,es ESP,DF,Leganés,es La Liga,,1998,,,,,,,,,,,,,,,,,,,2,1,2,3,8,3,0,100,0,0,0,6
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,,1994,,,,,,,,,,,,,,,,,,,4.9,4,6,3,20,3,0,83.3,2,3,1,9
Armando Izzo,it ITA,DF,Monza,it Serie A,,1992,,,,,,,,,,,,,,,,,,,18.4,13,30,32,59,29,3,52,5,8,6,35
Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,,2002,,,,,,,,,,,,,,,,,,,7.6,9,7,15,29,19,1,60,2,4,3,14
Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,,2001,,,,,,,,,,,,,,,,,,,10.7,10,18,15,52,2,0,50,1,5,2,28
Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,,2000,,,,,,,,,,,,,,,,,,,17.6,12,27,28,91,2,0,37.5,8,5,3,23
Ashley Young,eng ENG,DF,Everton,eng Premier League,,1985,,,,,,,,,,,,,,,,,,,16.4,25,9,21,53,17,1,60.9,55,11,4,8
Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,,2003,,,,,,,,,,,,,,,,,,,0.8,0,2,1,4,14,0,,0,1,1,4
Aurélio Buta,pt POR,DF,Reims,fr Ligue 1,,1997,,,,,,,,,,,,,,,,,,,13.8,21,9,14,37,12,1,52.9,15,13,5,8
Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,,1998,,,,,,,,,,,,,,,,,,,4,4,4,2,11,6,0,54.5,0,1,1,5
Axel Tuanzebe,cd COD,DF,Ipswich Town,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,9.9,12,9,11,31,3,0,66.7,3,4,2,10
Axel Witsel,be BEL,DF,Atlético Madrid,es La Liga,,1989,,,,,,,,,,,,,,,,,,,8.5,12,15,9,32,0,0,83.3,0,1,1,23
Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,,2001,,,,,,,,,,,,,,,,,,,19,11,16,17,52,87,1,65,3,3,3,39
Ben Davies,wls WAL,DF,Tottenham,eng Premier League,,1993,,,,,,,,,,,,,,,,,,,5,3,9,5,26,6,0,37.5,1,0,0,21
Ben Godfrey,eng ENG,DF,Ipswich Town,eng Premier League,,1998,,,,,,,,,,,,,,,,,,,0.7,0,0,0,1,59,5,,0,0,0,2
Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,,1998,,,,,,,,,,,,,,,,,,,0.3,0,1,0,0,2,1,0,0,0,0,0
Ben Mee,eng ENG,DF,Brentford,eng Premier League,,1989,,,,,,,,,,,,,,,,,,,2,2,3,4,7,0,1,100,0,0,0,5
Ben White,eng ENG,DF,Arsenal,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,7.7,6,6,11,23,3,0,42.9,7,2,0,10
Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,,1997,,,,,,,,,,,,,,,,,,,17.3,32,33,19,88,9,4,69,1,9,4,46
Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,,1997,,,,,,,,,,,,,,,,,,,10.4,16,22,15,33,32,2,51.9,19,13,9,8
Benjamin Pavard,fr FRA,DF,Inter,it Serie A,,1996,,,,,,,,,,,,,,,,,,,9.8,8,7,10,19,1,0,71.4,7,2,0,17
Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,,2001,,,,,,,,,,,,,,,,,,,2.8,4,2,6,6,0,0,100,0,1,0,6
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,,1993,,,,,,,,,,,,,,,,,,,16.7,25,22,29,51,25,1,78.6,5,3,1,44
Beres Owusu,fr FRA,DF,Saint-Étienne,fr Ligue 1,,2003,,,,,,,,,,,,,,,,,,,1,2,2,0,5,13,1,100,1,0,0,2
Bernardo,br BRA,DF,Bochum,de Bundesliga,,1995,,,,,,,,,,,,,,,,,,,7.8,13,16,9,26,17,4,83.3,5,2,1,29
Borna Sosa,hr CRO,DF,Torino,it Serie A,,1998,,,,,,,,,,,,,,,,,,,10.5,13,9,7,24,0,0,58.8,47,7,3,12
Botond Balogh,hu HUN,DF,Parma,it Serie A,,2002,,,,,,,,,,,,,,,,,,,17.5,9,29,19,113,0,0,73.7,1,0,0,24
Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,,1997,,,,,,,,,,,,,,,,,,,2.4,1,2,4,21,3,0,37.5,0,0,0,6
Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,,1994,,,,,,,,,,,,,,,,,,,17,17,25,17,94,13,1,55.6,3,0,0,40
Brian Oliván,es ESP,DF,Espanyol,es La Liga,,1994,,,,,,,,,,,,,,,,,,,11.3,10,6,10,23,15,3,30.8,55,4,1,3
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,,1997,,,,,,,,,,,,,,,,,,,8.2,12,9,5,19,6,0,44.4,54,10,9,4
Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,,2006,,,,,,,,,,,,,,,,,,,0.1,1,0,0,1,2,0,100,2,0,0,0
Caleb Okoli,it ITA,DF,Leicester City,eng Premier League,,2001,,,,,,,,,,,,,,,,,,,8.9,12,19,11,58,33,2,76.9,1,0,0,15
Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,,1999,,,,,,,,,,,,,,,,,,,22,19,30,13,70,10,2,76.5,4,18,7,27
Cameron Burgess,au AUS,DF,Ipswich Town,eng Premier League,,1995,,,,,,,,,,,,,,,,,,,10,7,14,9,67,2,0,100,0,0,0,31
Carl Johansson,se SWE,DF,Holstein Kiel,de Bundesliga,,1994,,,,,,,,,,,,,,,,,,,4.1,2,7,6,25,11,0,50,0,0,0,18
Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,,1995,,,,,,,,,,,,,,,,,,,17.1,10,21,24,88,0,0,61.5,0,0,0,38
Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,,1996,,,,,,,,,,,,,,,,,,,16.2,21,16,23,57,9,0,60,38,13,6,24
Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,,2001,,,,,,,,,,,,,,,,,,,5.8,5,5,5,34,3,0,66.7,0,2,1,15
Carmona,es ESP,DF,Sevilla,es La Liga,,2002,,,,,,,,,,,,,,,,,,,19.4,36,20,44,50,7,3,55,19,27,10,18
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,,2002,,,,,,,,,,,,,,,,,,,8.1,7,13,4,29,26,0,66.7,2,9,5,9
Catena,es ESP,DF,Osasuna,es La Liga,,1994,,,,,,,,,,,,,,,,,,,19,17,20,18,119,13,1,60,1,5,4,39
Cédric Hountondji,bj BEN,DF,Angers,fr Ligue 1,,1994,,,,,,,,,,,,,,,,,,,3,4,3,4,14,22,0,42.9,0,0,0,5
Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,,1996,,,,,,,,,,,,,,,,,,,13.8,18,22,18,81,1,1,72.4,3,5,5,24
Cedric Zesiger,ch SUI,DF,Augsburg,de Bundesliga,,1998,,,,,,,,,,,,,,,,,,,2,0,3,3,17,9,1,100,1,0,0,7
Cedric Zesiger,ch SUI,DF,Wolfsburg,de Bundesliga,,1998,,,,,,,,,,,,,,,,,,,5.8,8,6,3,28,1,0,50,3,3,3,3
Cenk Özkacar,tr TUR,DF,Valladolid,es La Liga,,2000,,,,,,,,,,,,,,,,,,,2.2,3,4,7,18,15,2,40,0,0,0,4
César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,,1989,,,,,,,,,,,,,,,,,,,5.8,5,3,2,16,20,1,62.5,3,1,1,9
César Tárrega,es ESP,DF,Valencia,es La Liga,,2002,,,,,,,,,,,,,,,,,,,17.6,16,19,11,98,32,5,57.1,0,7,5,42
Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,,2003,,,,,,,,,,,,,,,,,,,1,2,0,2,0,22,0,66.7,0,0,0,2
Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,,1993,,,,,,,,,,,,,,,,,,,6.9,4,5,5,22,17,4,50,53,2,1,11
Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,,2002,,,,,,,,,,,,,,,,,,,15.8,11,27,17,98,26,0,60,2,7,3,55
Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,,1993,,,,,,,,,,,,,,,,,,,3,5,5,3,22,33,1,83.3,9,2,2,4
Chris Richards,us USA,DF,Crystal Palace,eng Premier League,,2000,,,,,,,,,,,,,,,,,,,9.9,12,19,7,48,9,1,55,1,3,0,14
Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,,2002,,,,,,,,,,,,,,,,,,,13.3,7,24,27,67,0,0,45.5,1,7,5,37
Christian Günter,de GER,DF,Freiburg,de Bundesliga,,1993,,,,,,,,,,,,,,,,,,,16.9,14,14,7,29,1,0,52.2,71,5,2,3
Christian Kabasele,be BEL,DF,Udinese,it Serie A,,1991,,,,,,,,,,,,,,,,,,,10.2,7,9,10,44,21,1,75,2,1,1,29
Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,,2005,,,,,,,,,,,,,,,,,,,6,14,10,14,8,21,1,66.7,3,18,7,12
Christopher Wooh,cm CMR,DF,Rennes,fr Ligue 1,,2001,,,,,,,,,,,,,,,,,,,12.7,15,20,20,46,10,0,72.7,0,10,5,35
Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,,2001,,,,,,,,,,,,,,,,,,,15.8,21,28,20,74,34,3,69,23,16,4,23
Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,,1995,,,,,,,,,,,,,,,,,,,10.3,4,10,14,48,0,0,75,1,1,1,22
Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,,1992,,,,,,,,,,,,,,,,,,,15.1,15,14,27,36,0,0,80,33,22,11,13
Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,,2003,,,,,,,,,,,,,,,,,,,2.7,2,0,2,13,12,0,40,1,4,3,2
Conor Coady,eng ENG,DF,Leicester City,eng Premier League,,1993,,,,,,,,,,,,,,,,,,,8,4,15,7,31,5,0,66.7,0,1,1,9
Copete,es ESP,DF,Mallorca,es La Liga,,1999,,,,,,,,,,,,,,,,,,,7.3,7,7,5,49,0,0,100,3,2,2,12
Craig Dawson,eng ENG,DF,Wolves,eng Premier League,,1990,,,,,,,,,,,,,,,,,,,10.8,3,16,9,52,4,0,80,0,5,1,21
Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,,2004,,,,,,,,,,,,,,,,,,,19.9,12,22,21,60,25,6,53.8,0,8,5,24
Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,,1989,,,,,,,,,,,,,,,,,,,1.4,1,0,0,2,1,0,50,7,1,0,0
Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,,1998,,,,,,,,,,,,,,,,,,,10.8,23,13,13,32,13,2,68.2,3,3,1,27
Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,,1992,,,,,,,,,,,,,,,,,,,4.8,4,2,4,11,7,1,28.6,30,0,0,2
Daley Blind,nl NED,DF,Girona,es La Liga,,1990,,,,,,,,,,,,,,,,,,,15.4,14,20,16,46,31,1,60.9,21,12,8,11
Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,,1995,,,,,,,,,,,,,,,,,,,1,1,1,1,2,6,1,33.3,4,1,1,1
Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,,1992,,,,,,,,,,,,,,,,,,,22,14,20,15,104,15,1,48,1,2,2,77
